mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
15	15	117/2	117/2	2.0	1/2	1/2	Chord	2/2	5	1	1/2			1/2	1	193							29						
15	15	113/2	113/2	0.0	0	0	StaffText	2/2	13	1	0								simile										
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	14	1	0																		
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	14	1	0														13	13			
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	14	1	0														13	13	2		
15	15	113/2	113/2	0.25	0	0	Chord	2/2	14	1	1/16			1/8	1/2	194		articAccentAbove							13	13	2		
15	15	227/4	227/4	0.25	1/16	1/16	Chord	2/2	14	1	1/16			1/8	1/2	195									13	13	2		
15	15	57	57	0.25	1/8	1/8	Chord	2/2	14	1	1/16			1/8	1/2	196									13	13	2		
15	15	229/4	229/4	0.25	3/16	3/16	Chord	2/2	14	1	1/16			1/8	1/2	197									13	13	2		
15	15	115/2	115/2	0.25	1/4	1/4	Chord	2/2	14	1	1/16			1/8	1/2	198									13	13	2		
15	15	231/4	231/4	0.25	5/16	5/16	Chord	2/2	14	1	1/16			1/8	1/2	199									13	13	2		
15	15	58	58	0.25	3/8	3/8	Chord	2/2	14	1	1/16			1/8	1/2	200									13	13	2		
15	15	233/4	233/4	0.25	7/16	7/16	Chord	2/2	14	1	1/16			1/8	1/2	201									13	13	2		
15	15	117/2	117/2	0.0	1/2	1/2	Dynamic	2/2	14	1	0						ff												
15	15	117/2	117/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
15	15	117/2	117/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
15	15	117/2	117/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														14	14			
15	15	117/2	117/2	0.2222222222222222	1/2	1/2	Chord	2/2	14	1	1/18			1/8	4/9	202		articAccentAbove							14	14			
15	15	1057/18	1057/18	0.2222222222222222	5/9	5/9	Chord	2/2	14	1	1/18			1/8	4/9	203									14	14			
15	15	1061/18	1061/18	0.2222222222222222	11/18	11/18	Chord	2/2	14	1	1/18			1/8	4/9	204									14	14			
15	15	355/6	355/6	0.2222222222222222	2/3	2/3	Chord	2/2	14	1	1/18			1/8	4/9	205									14	14			
15	15	1069/18	1069/18	0.2222222222222222	13/18	13/18	Chord	2/2	14	1	1/18			1/8	4/9	206									14	14			
15	15	1073/18	1073/18	0.2222222222222222	7/9	7/9	Chord	2/2	14	1	1/18			1/8	4/9	207									14	14			
15	15	359/6	359/6	0.2222222222222222	5/6	5/6	Chord	2/2	14	1	1/18			1/8	4/9	208									14	14			
15	15	1081/18	1081/18	0.2222222222222222	8/9	8/9	Chord	2/2	14	1	1/18			1/8	4/9	209									14	14			
15	15	1085/18	1085/18	0.2222222222222222	17/18	17/18	Chord	2/2	14	1	1/18			1/8	4/9	210									14	14			
15	15	113/2	113/2	0.0	0	0	Dynamic	2/2	15	1	0						f												
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	15	1	0																		
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	15	1	0																3		
15	15	113/2	113/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	211							30				3		
15	15	115/2	115/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	212											3		
15	15	117/2	117/2	0.0	1/2	1/2	Dynamic	2/2	15	1	0						ff												
15	15	117/2	117/2	0.0	1/2	1/2	Spanner	2/2	15	1	0																		
15	15	117/2	117/2	1.0	1/2	1/2	Chord	2/2	15	1	1/4			1/4	1	213							31						
15	15	119/2	119/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	214													
15	15	113/2	113/2	0.0	0	0	Dynamic	2/2	16	1	0						f												
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	16	1	0																		
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	16	1	0																4		
15	15	113/2	113/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	215							32				4		
15	15	115/2	115/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	216											4		
15	15	117/2	117/2	0.0	1/2	1/2	Dynamic	2/2	16	1	0						ff												
15	15	117/2	117/2	0.0	1/2	1/2	Spanner	2/2	16	1	0																		
15	15	117/2	117/2	1.0	1/2	1/2	Chord	2/2	16	1	1/4			1/4	1	217							33						
15	15	119/2	119/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	218													
15	15	113/2	113/2	0.0	0	0	Dynamic	2/2	17	1	0						f												
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	17	1	0																		
15	15	113/2	113/2	0.0	0	0	Spanner	2/2	17	1	0																5		
15	15	113/2	113/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	219							34				5		
15	15	115/2	115/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	220											5		
15	15	117/2	117/2	0.0	1/2	1/2	Dynamic	2/2	17	1	0						ff												
15	15	117/2	117/2	0.0	1/2	1/2	Spanner	2/2	17	1	0																		
15	15	117/2	117/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	221							35						
15	15	119/2	119/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	222													
15	15	113/2	113/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	223													
15	15	117/2	117/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	224													
15	15	113/2	113/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	225													
15	15	117/2	117/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	226													
16	16	121/2	121/2	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	227													
16	16	127/2	127/2	0.0	3/4	3/4	Dynamic	2/2	3	1	0						mf												
16	16	127/2	127/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	228							36						
16	16	121/2	121/2	2.0	0	0	Chord	2/2	3	2	1/2			1/2	1	229							28						
16	16	125/2	125/2	0.0	1/2	1/2	Spanner	2/2	3	2	0												28					5	
16	16	125/2	125/2	2.0	1/2	1/2	Chord	2/2	3	2	1/2			1/2	1	230							28					5	
16	16	127/2	127/2	0.0	3/4	3/4	Spanner	2/2	3	2	0												28						
16	16	121/2	121/2	2.0	0	0	Chord	2/2	5	1	1/2			1/2	1	231							29						
16	16	125/2	125/2	2.0	1/2	1/2	Chord	2/2	5	1	1/2			1/2	1	232													
16	16	121/2	121/2	0.0	0	0	Spanner	2/2	14	1	0																		
16	16	121/2	121/2	0.0	0	0	Spanner	2/2	14	1	0														15	15			
16	16	121/2	121/2	0.25	0	0	Chord	2/2	14	1	1/16			1/8	1/2	233		articAccentAbove							15	15			
16	16	243/4	243/4	0.25	1/16	1/16	Chord	2/2	14	1	1/16			1/8	1/2	234									15	15			
16	16	61	61	0.25	1/8	1/8	Chord	2/2	14	1	1/16			1/8	1/2	235									15	15			
16	16	245/4	245/4	0.25	3/16	3/16	Chord	2/2	14	1	1/16			1/8	1/2	236									15	15			
16	16	123/2	123/2	0.25	1/4	1/4	Chord	2/2	14	1	1/16			1/8	1/2	237									15	15			
16	16	247/4	247/4	0.25	5/16	5/16	Chord	2/2	14	1	1/16			1/8	1/2	238									15	15			
16	16	62	62	0.25	3/8	3/8	Chord	2/2	14	1	1/16			1/8	1/2	239									15	15			
16	16	249/4	249/4	0.25	7/16	7/16	Chord	2/2	14	1	1/16			1/8	1/2	240									15	15			
16	16	125/2	125/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
16	16	125/2	125/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														16	16			
16	16	125/2	125/2	0.25	1/2	1/2	Chord	2/2	14	1	1/16			1/8	1/2	241		articAccentAbove							16	16			
16	16	251/4	251/4	0.25	9/16	9/16	Chord	2/2	14	1	1/16			1/8	1/2	242									16	16			
16	16	63	63	0.25	5/8	5/8	Chord	2/2	14	1	1/16			1/8	1/2	243									16	16			
16	16	253/4	253/4	0.25	11/16	11/16	Chord	2/2	14	1	1/16			1/8	1/2	244									16	16			
16	16	127/2	127/2	0.25	3/4	3/4	Chord	2/2	14	1	1/16			1/8	1/2	245									16	16			
16	16	255/4	255/4	0.25	13/16	13/16	Chord	2/2	14	1	1/16			1/8	1/2	246									16	16			
16	16	64	64	0.25	7/8	7/8	Chord	2/2	14	1	1/16			1/8	1/2	247									16	16			
16	16	257/4	257/4	0.25	15/16	15/16	Chord	2/2	14	1	1/16			1/8	1/2	248									16	16			
16	16	121/2	121/2	3.0	0	0	Chord	2/2	15	1	3/4			1/2	3/2	249							37						
16	16	127/2	127/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	250													
16	16	125/2	125/2	0.0	1/2	1/2	Spanner	2/2	15	2	0																	6	
16	16	121/2	121/2	3.0	0	0	Chord	2/2	16	1	3/4			1/2	3/2	251							38						
16	16	127/2	127/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	252													
16	16	125/2	125/2	0.0	1/2	1/2	Spanner	2/2	16	2	0																	7	
16	16	121/2	121/2	3.0	0	0	Chord	2/2	17	1	3/4			1/2	3/2	253							39						
16	16	127/2	127/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	254													
16	16	125/2	125/2	0.0	1/2	1/2	Spanner	2/2	17	2	0																	8	
16	16	121/2	121/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	255													
16	16	125/2	125/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	256													
16	16	121/2	121/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	257													
16	16	125/2	125/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	258													
17	17	129/2	129/2	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	259							36						
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	3	1	0												36					9	
17	17	133/2	133/2	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	260							36					9	
17	17	129/2	129/2	2.0	0	0	Chord	2/2	3	2	1/2			1/2	1	261							28					9	
17	17	133/2	133/2	2.0	1/2	1/2	Chord	2/2	3	2	1/2			1/2	1	262							28					9	
17	17	129/2	129/2	4.0	0	0	Chord	2/2	5	1	1			1	1	263													
17	17	129/2	129/2	2.0	0	0	Chord	2/2	5	2	1/2			1/2	1	264							40						
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	5	2	0												40					10	
17	17	133/2	133/2	2.0	1/2	1/2	Chord	2/2	5	2	1/2			1/2	1	265							40					10	
17	17	129/2	129/2	0.0	0	0	Spanner	2/2	14	1	0																		
17	17	129/2	129/2	0.0	0	0	Spanner	2/2	14	1	0														17	17			
17	17	129/2	129/2	0.25	0	0	Chord	2/2	14	1	1/16			1/8	1/2	266		articAccentAbove							17	17			
17	17	259/4	259/4	0.25	1/16	1/16	Chord	2/2	14	1	1/16			1/8	1/2	267									17	17			
17	17	65	65	0.25	1/8	1/8	Chord	2/2	14	1	1/16			1/8	1/2	268									17	17			
17	17	261/4	261/4	0.25	3/16	3/16	Chord	2/2	14	1	1/16			1/8	1/2	269									17	17			
17	17	131/2	131/2	0.25	1/4	1/4	Chord	2/2	14	1	1/16			1/8	1/2	270									17	17			
17	17	263/4	263/4	0.25	5/16	5/16	Chord	2/2	14	1	1/16			1/8	1/2	271									17	17			
17	17	66	66	0.25	3/8	3/8	Chord	2/2	14	1	1/16			1/8	1/2	272									17	17			
17	17	265/4	265/4	0.25	7/16	7/16	Chord	2/2	14	1	1/16			1/8	1/2	273									17	17			
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														18	18			
17	17	133/2	133/2	0.25	1/2	1/2	Chord	2/2	14	1	1/16			1/8	1/2	274		articAccentAbove							18	18			
17	17	267/4	267/4	0.25	9/16	9/16	Chord	2/2	14	1	1/16			1/8	1/2	275									18	18			
17	17	67	67	0.25	5/8	5/8	Chord	2/2	14	1	1/16			1/8	1/2	276									18	18			
17	17	269/4	269/4	0.25	11/16	11/16	Chord	2/2	14	1	1/16			1/8	1/2	277									18	18			
17	17	135/2	135/2	0.25	3/4	3/4	Chord	2/2	14	1	1/16			1/8	1/2	278									18	18			
17	17	271/4	271/4	0.25	13/16	13/16	Chord	2/2	14	1	1/16			1/8	1/2	279									18	18			
17	17	68	68	0.25	7/8	7/8	Chord	2/2	14	1	1/16			1/8	1/2	280									18	18			
17	17	273/4	273/4	0.25	15/16	15/16	Chord	2/2	14	1	1/16			1/8	1/2	281									18	18			
17	17	129/2	129/2	0.0	0	0	Dynamic	2/2	15	1	0						f												
17	17	129/2	129/2	2.0	0	0	Chord	2/2	15	1	1/2			1/2	1	282													
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	15	1	0																	11	
17	17	133/2	133/2	2.0	1/2	1/2	Chord	2/2	15	1	1/2			1/2	1	283							41					11	
17	17	129/2	129/2	0.0	0	0	Spanner	2/2	15	2	0																	11	
17	17	129/2	129/2	0.0	0	0	Dynamic	2/2	16	1	0						f												
17	17	129/2	129/2	2.0	0	0	Chord	2/2	16	1	1/2			1/2	1	284													
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	16	1	0																	12	
17	17	133/2	133/2	2.0	1/2	1/2	Chord	2/2	16	1	1/2			1/2	1	285							42					12	
17	17	129/2	129/2	0.0	0	0	Spanner	2/2	16	2	0																	12	
17	17	129/2	129/2	0.0	0	0	Dynamic	2/2	17	1	0						f												
17	17	129/2	129/2	2.0	0	0	Chord	2/2	17	1	1/2			1/2	1	286													
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	17	1	0																	13	
17	17	133/2	133/2	2.0	1/2	1/2	Chord	2/2	17	1	1/2			1/2	1	287							43					13	
17	17	129/2	129/2	0.0	0	0	Spanner	2/2	17	2	0																	13	
17	17	129/2	129/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	288													
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	18	1	0																	14	
17	17	133/2	133/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	289												14	
17	17	129/2	129/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	290													
17	17	133/2	133/2	0.0	1/2	1/2	Spanner	2/2	20	1	0																	15	
17	17	133/2	133/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	291												15	
18	18	137/2	137/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	292							36					9	
18	18	139/2	139/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	293							36					9	
18	18	141/2	141/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	294							36					9	
18	18	143/2	143/2	0.0	3/4	3/4	Dynamic	2/2	3	1	0						mf												
18	18	143/2	143/2	0.0	3/4	3/4	Spanner	2/2	3	1	0																		
18	18	143/2	143/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	295													
18	18	137/2	137/2	2.0	0	0	Chord	2/2	3	2	1/2			1/2	1	296													
18	18	137/2	137/2	4.0	0	0	Chord	2/2	5	1	1			1	1	297												10	
18	18	137/2	137/2	2.0	0	0	Chord	2/2	5	2	1/2			1/2	1	298							40					10	
18	18	141/2	141/2	2.0	1/2	1/2	Chord	2/2	5	2	1/2			1/2	1	299												10	
18	18	137/2	137/2	0.0	0	0	Spanner	2/2	13	1	0																	16	
18	18	289/4	289/4	0.0	15/16	15/16	Spanner	2/2	13	1	0																		
18	18	137/2	137/2	0.0	0	0	Spanner	2/2	14	1	0																		
18	18	137/2	137/2	0.0	0	0	Spanner	2/2	14	1	0														19	19			
18	18	137/2	137/2	0.2222222222222222	0	0	Chord	2/2	14	1	1/18			1/8	4/9	300		articAccentAbove							19	19			
18	18	1237/18	1237/18	0.2222222222222222	1/18	1/18	Chord	2/2	14	1	1/18			1/8	4/9	301									19	19			
18	18	1241/18	1241/18	0.2222222222222222	1/9	1/9	Chord	2/2	14	1	1/18			1/8	4/9	302									19	19			
18	18	415/6	415/6	0.2222222222222222	1/6	1/6	Chord	2/2	14	1	1/18			1/8	4/9	303									19	19			
18	18	1249/18	1249/18	0.2222222222222222	2/9	2/9	Chord	2/2	14	1	1/18			1/8	4/9	304									19	19			
18	18	1253/18	1253/18	0.2222222222222222	5/18	5/18	Chord	2/2	14	1	1/18			1/8	4/9	305									19	19			
18	18	419/6	419/6	0.2222222222222222	1/3	1/3	Chord	2/2	14	1	1/18			1/8	4/9	306									19	19			
18	18	1261/18	1261/18	0.2222222222222222	7/18	7/18	Chord	2/2	14	1	1/18			1/8	4/9	307									19	19			
18	18	1265/18	1265/18	0.2222222222222222	4/9	4/9	Chord	2/2	14	1	1/18			1/8	4/9	308									19	19			
18	18	141/2	141/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
18	18	141/2	141/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														20	20			
18	18	141/2	141/2	0.2222222222222222	1/2	1/2	Chord	2/2	14	1	1/18			1/8	4/9	309		articAccentAbove							20	20			
18	18	1273/18	1273/18	0.2222222222222222	5/9	5/9	Chord	2/2	14	1	1/18			1/8	4/9	310									20	20			
18	18	1277/18	1277/18	0.2222222222222222	11/18	11/18	Chord	2/2	14	1	1/18			1/8	4/9	311									20	20			
18	18	427/6	427/6	0.2222222222222222	2/3	2/3	Chord	2/2	14	1	1/18			1/8	4/9	312									20	20			
18	18	1285/18	1285/18	0.2222222222222222	13/18	13/18	Chord	2/2	14	1	1/18			1/8	4/9	313									20	20			
18	18	1289/18	1289/18	0.2222222222222222	7/9	7/9	Chord	2/2	14	1	1/18			1/8	4/9	314									20	20			
18	18	431/6	431/6	0.2222222222222222	5/6	5/6	Chord	2/2	14	1	1/18			1/8	4/9	315									20	20			
18	18	1297/18	1297/18	0.2222222222222222	8/9	8/9	Chord	2/2	14	1	1/18			1/8	4/9	316									20	20			
18	18	1301/18	1301/18	0.0	17/18	17/18	Dynamic	2/2	14	1	0						mf								20	20			
18	18	1301/18	1301/18	0.2222222222222222	17/18	17/18	Chord	2/2	14	1	1/18			1/8	4/9	317									20	20			
18	18	137/2	137/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	318							41					11	
18	18	139/2	139/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	319							41					11	
18	18	141/2	141/2	0.0	1/2	1/2	Dynamic	2/2	15	1	0						mf												
18	18	141/2	141/2	0.0	1/2	1/2	Spanner	2/2	15	1	0																		
18	18	141/2	141/2	0.5	1/2	1/2	Chord	2/2	15	1	1/8			1/8	1	320													
18	18	137/2	137/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	321							42					12	
18	18	139/2	139/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	322							42					12	
18	18	141/2	141/2	0.0	1/2	1/2	Dynamic	2/2	16	1	0						mf												
18	18	141/2	141/2	0.0	1/2	1/2	Spanner	2/2	16	1	0																		
18	18	141/2	141/2	0.5	1/2	1/2	Chord	2/2	16	1	1/8			1/8	1	323													
18	18	137/2	137/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	324							43					13	
18	18	139/2	139/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	325												13	
18	18	141/2	141/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	326												13	
18	18	143/2	143/2	0.0	3/4	3/4	Dynamic	2/2	17	1	0						mf												
18	18	143/2	143/2	0.0	3/4	3/4	Spanner	2/2	17	1	0																		
18	18	143/2	143/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	327													
18	18	137/2	137/2	0.0	0	0	StaffText	2/2	18	1	0								dim.									14	
18	18	137/2	137/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	328												14	
18	18	141/2	141/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	329												14	
18	18	143/2	143/2	0.0	3/4	3/4	Dynamic	2/2	18	1	0						mf												
18	18	143/2	143/2	0.0	3/4	3/4	Spanner	2/2	18	1	0																		
18	18	137/2	137/2	0.0	0	0	StaffText	2/2	20	1	0								dim.									15	
18	18	137/2	137/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	330												15	
18	18	141/2	141/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	331												15	
18	18	143/2	143/2	0.0	3/4	3/4	Dynamic	2/2	20	1	0						mf												
18	18	143/2	143/2	0.0	3/4	3/4	Spanner	2/2	20	1	0																		
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	3	1	0						ff												
19	19	145/2	145/2	0.0	0	0	StaffText	2/2	3	1	0								<i/>I.										
19	19	145/2	145/2	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	332		articTenutoBelow					44						
19	19	151/2	151/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	333													
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	5	1	0						mf												
19	19	145/2	145/2	0.0	0	0	Spanner	2/2	5	2	0																		
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	13	1	0						ff												
19	19	145/2	145/2	0.0	0	0	Spanner	2/2	14	1	0																		
19	19	145/2	145/2	0.0	0	0	Spanner	2/2	14	1	0														21	21			
19	19	145/2	145/2	0.2222222222222222	0	0	Chord	2/2	14	1	1/18			1/8	4/9	334		articAccentBelow							21	21			
19	19	1309/18	1309/18	0.2222222222222222	1/18	1/18	Chord	2/2	14	1	1/18			1/8	4/9	335									21	21			
19	19	1313/18	1313/18	0.2222222222222222	1/9	1/9	Chord	2/2	14	1	1/18			1/8	4/9	336									21	21			
19	19	439/6	439/6	0.2222222222222222	1/6	1/6	Chord	2/2	14	1	1/18			1/8	4/9	337									21	21			
19	19	1321/18	1321/18	0.2222222222222222	2/9	2/9	Chord	2/2	14	1	1/18			1/8	4/9	338									21	21			
19	19	1325/18	1325/18	0.2222222222222222	5/18	5/18	Chord	2/2	14	1	1/18			1/8	4/9	339									21	21			
19	19	443/6	443/6	0.2222222222222222	1/3	1/3	Chord	2/2	14	1	1/18			1/8	4/9	340									21	21			
19	19	1333/18	1333/18	0.2222222222222222	7/18	7/18	Chord	2/2	14	1	1/18			1/8	4/9	341									21	21			
19	19	1337/18	1337/18	0.2222222222222222	4/9	4/9	Chord	2/2	14	1	1/18			1/8	4/9	342									21	21			
19	19	149/2	149/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														22	22			
19	19	149/2	149/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														22	22			
19	19	149/2	149/2	0.25	1/2	1/2	Chord	2/2	14	1	1/16			1/8	1/2	343		articAccentBelow							22	22			
19	19	299/4	299/4	0.25	9/16	9/16	Chord	2/2	14	1	1/16			1/8	1/2	344									22	22			
19	19	75	75	0.25	5/8	5/8	Chord	2/2	14	1	1/16			1/8	1/2	345									22	22			
19	19	301/4	301/4	0.25	11/16	11/16	Chord	2/2	14	1	1/16			1/8	1/2	346									22	22			
19	19	151/2	151/2	0.25	3/4	3/4	Chord	2/2	14	1	1/16			1/8	1/2	347									22	22			
19	19	303/4	303/4	0.25	13/16	13/16	Chord	2/2	14	1	1/16			1/8	1/2	348									22	22			
19	19	76	76	0.25	7/8	7/8	Chord	2/2	14	1	1/16			1/8	1/2	349									22	22			
19	19	305/4	305/4	0.25	15/16	15/16	Chord	2/2	14	1	1/16			1/8	1/2	350									22	22			
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	15	1	0						ff												
19	19	145/2	145/2	3.0	0	0	Chord	2/2	15	1	3/4			1/2	3/2	351		articTenutoBelow					45						
19	19	151/2	151/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	352													
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	16	1	0						ff												
19	19	145/2	145/2	3.0	0	0	Chord	2/2	16	1	3/4			1/2	3/2	353		articTenutoBelow					46						
19	19	151/2	151/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	354													
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	17	1	0						ff												
19	19	145/2	145/2	3.0	0	0	Chord	2/2	17	1	3/4			1/2	3/2	355		articTenutoAbove					47						
19	19	151/2	151/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	356													
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	18	1	0						ff												
19	19	145/2	145/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	357													
19	19	149/2	149/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	358													
19	19	145/2	145/2	0.0	0	0	Dynamic	2/2	20	1	0						ff												
19	19	145/2	145/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	359													
19	19	149/2	149/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	360													
20	20	153/2	153/2	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	361		articTenutoBelow					48						
20	20	159/2	159/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	362													
20	20	153/2	153/2	0.0	0	0	Spanner	2/2	14	1	0																		
20	20	153/2	153/2	0.0	0	0	Spanner	2/2	14	1	0														23	23			
20	20	153/2	153/2	0.2222222222222222	0	0	Chord	2/2	14	1	1/18			1/8	4/9	363		articAccentBelow							23	23			
20	20	1381/18	1381/18	0.2222222222222222	1/18	1/18	Chord	2/2	14	1	1/18			1/8	4/9	364									23	23			
20	20	1385/18	1385/18	0.2222222222222222	1/9	1/9	Chord	2/2	14	1	1/18			1/8	4/9	365									23	23			
20	20	463/6	463/6	0.2222222222222222	1/6	1/6	Chord	2/2	14	1	1/18			1/8	4/9	366									23	23			
20	20	1393/18	1393/18	0.2222222222222222	2/9	2/9	Chord	2/2	14	1	1/18			1/8	4/9	367									23	23			
20	20	1397/18	1397/18	0.2222222222222222	5/18	5/18	Chord	2/2	14	1	1/18			1/8	4/9	368									23	23			
20	20	467/6	467/6	0.2222222222222222	1/3	1/3	Chord	2/2	14	1	1/18			1/8	4/9	369									23	23			
20	20	1405/18	1405/18	0.2222222222222222	7/18	7/18	Chord	2/2	14	1	1/18			1/8	4/9	370									23	23			
20	20	1409/18	1409/18	0.2222222222222222	4/9	4/9	Chord	2/2	14	1	1/18			1/8	4/9	371									23	23			
20	20	157/2	157/2	0.0	1/2	1/2	Spanner	2/2	14	1	0																		
20	20	157/2	157/2	0.0	1/2	1/2	Spanner	2/2	14	1	0														24	24			
20	20	157/2	157/2	0.25	1/2	1/2	Chord	2/2	14	1	1/16			1/8	1/2	372		articAccentBelow							24	24			
20	20	315/4	315/4	0.25	9/16	9/16	Chord	2/2	14	1	1/16			1/8	1/2	373									24	24			
20	20	79	79	0.25	5/8	5/8	Chord	2/2	14	1	1/16			1/8	1/2	374									24	24			
20	20	317/4	317/4	0.25	11/16	11/16	Chord	2/2	14	1	1/16			1/8	1/2	375									24	24			
20	20	159/2	159/2	0.25	3/4	3/4	Chord	2/2	14	1	1/16			1/8	1/2	376									24	24			
20	20	319/4	319/4	0.25	13/16	13/16	Chord	2/2	14	1	1/16			1/8	1/2	377									24	24			
20	20	80	80	0.25	7/8	7/8	Chord	2/2	14	1	1/16			1/8	1/2	378									24	24			
20	20	321/4	321/4	0.25	15/16	15/16	Chord	2/2	14	1	1/16			1/8	1/2	379									24	24			
