mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
167	167	1329/2	1329/2	0.5	1/8	1/8	4/4	2	1	ii64		C	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
167	167	665	665	0.5	1/4	1/4	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
167	167	1331/2	1331/2	0.5	3/8	3/8	4/4	2	1	ii2		C	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
167	167	666	666	1.5	1/2	1/2	4/4	2	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
167	167	1335/2	1335/2	0.5	7/8	7/8	4/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
168	168	668	668	0.5	0	0	4/4	2	1	V64		C	I		V64	V		64					M	0	0	2, 1, 5		1	2
168	168	1337/2	1337/2	0.5	1/8	1/8	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
168	168	669	669	0.5	1/4	1/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
168	168	1339/2	1339/2	0.5	3/8	3/8	4/4	2	1	V64		C	I		V64	V		64					M	0	0	2, 1, 5		1	2
168	168	670	670	1.0	1/2	1/2	4/4	2	1	V(6)/vi		C	I		V(6)/vi	V			6	vi			M	0	0	4, 8, 0		4	4
168	168	671	671	1.0	3/4	3/4	4/4	2	1	V/vi		C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
169	169	672	672	0.5	0	0	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
169	169	1345/2	1345/2	0.5	1/8	1/8	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
169	169	673	673	0.5	1/4	1/4	4/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
169	169	1347/2	1347/2	0.5	3/8	3/8	4/4	2	1	vi64		C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
169	169	674	674	0.5	1/2	1/2	4/4	2	1	V6/V		C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
169	169	1349/2	1349/2	0.5	5/8	5/8	4/4	2	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
169	169	675	675	0.5	3/4	3/4	4/4	2	1	V7(9)/V		C	I		V7(9)/V	V		7	9	V			Mm7	0	0	2, 6, 3, 0	4	2	2
169	169	1351/2	1351/2	0.5	7/8	7/8	4/4	2	1	V65/V		C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
170	170	676	676	1.0	0	0	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
170	170	677	677	0.5	1/4	1/4	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
170	170	1355/2	1355/2	0.5	3/8	3/8	4/4	2	1	V43/V		C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
170	170	678	678	1.0	1/2	1/2	4/4	2	1	V7/iii		C	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
170	170	679	679	0.5	3/4	3/4	4/4	2	1	viio64/V		C	I		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
170	170	1359/2	1359/2	0.5	7/8	7/8	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
171	171	680	680	0.25	0	0	4/4	2	1	V7(b9)/V		C	I		V7(b9)/V	V		7	b9	V			Mm7	0	0	2, 6, 3, 0	-3	2	2
171	171	2721/4	2721/4	0.75	1/16	1/16	4/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
171	171	681	681	0.25	1/4	1/4	4/4	2	1	I6(2)		C	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
171	171	2725/4	2725/4	1.25	5/16	5/16	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
171	171	1365/2	1365/2	0.5	5/8	5/8	4/4	2	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
171	171	683	683	0.5	3/4	3/4	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
171	171	1367/2	1367/2	0.5	7/8	7/8	4/4	2	1	V/iii		C	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
172	172	684	684	0.0	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
172	172	684	684	1.0	0	0	4/4	2	1	V2/iii		C	I		V2/iii	V		2		iii			Mm7	0	0	3, 5, 9, 6		5	3
172	172	685	685	0.0	1/4	1/4	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
172	172	685	685	3.0	1/4	1/4	4/4	2	1	V2/iii		C	I		V2/iii	V		2		iii			Mm7	0	0	3, 5, 9, 6		5	3
173	173	688	688	4.0	0	0	4/4	2	1	V7\\		C	I		V7	V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
174	174	692	692	2.0	0	0	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
174	174	694	694	1.0	1/2	1/2	4/4	2	1	IV(2)		C	I		IV(2)	IV			2				M	0	0	1, 3, 0		-1	1
174	174	695	695	1.0	3/4	3/4	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
175	175	696	696	2.0	0	0	4/4	2	1	V7/ii		C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
175	175	698	698	1.0	1/2	1/2	4/4	2	1	ii(4)		C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
175	175	699	699	1.0	3/4	3/4	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
176	176	700	700	1.5	0	0	4/4	2	1	ii2		C	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
176	176	1403/2	1403/2	0.5	3/8	3/8	4/4	2	1	#viio6/vi		C	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
176	176	702	702	0.5	1/2	1/2	4/4	2	1	vi(4)		C	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
176	176	1405/2	1405/2	0.5	5/8	5/8	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
176	176	703	703	0.5	3/4	3/4	4/4	2	1	vi(11)		C	I		vi(11)	vi			11				m	0	0	3, 0, 4	2	3	3
176	176	1407/2	1407/2	0.5	7/8	7/8	4/4	2	1	viio		C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
177	177	704	704	1.0	0	0	4/4	2	1	I(4)		C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
177	177	705	705	1.0	1/4	1/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
177	177	706	706	2.0	1/2	1/2	4/4	2	1	I6\\		C	I		I6	I		6				\\	M	0	0	4, 1, 0		0	4
178	178	708	708	2.5	0	0	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
178	178	1421/2	1421/2	1.0	5/8	5/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
178	178	1423/2	1423/2	0.5	7/8	7/8	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
179	179	712	712	2.0	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
179	179	714	714	1.0	1/2	1/2	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
179	179	715	715	1.0	3/4	3/4	4/4	2	1	ii65		C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
180	180	716	716	1.0	0	0	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
180	180	717	717	0.5	1/4	1/4	4/4	2	1	ii2		C	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
180	180	1435/2	1435/2	0.5	3/8	3/8	4/4	2	1	viio		C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
180	180	718	718	1.5	1/2	1/2	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
180	180	1439/2	1439/2	0.5	7/8	7/8	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
181	181	720	720	0.5	0	0	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
181	181	1441/2	1441/2	0.5	1/8	1/8	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
181	181	721	721	0.5	1/4	1/4	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
181	181	1443/2	1443/2	0.25	3/8	3/8	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
181	181	2887/4	2887/4	0.25	7/16	7/16	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
181	181	722	722	0.5	1/2	1/2	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
181	181	1445/2	1445/2	0.5	5/8	5/8	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
181	181	723	723	0.5	3/4	3/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
181	181	1447/2	1447/2	0.5	7/8	7/8	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
182	182	724	724	2.0	0	0	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
182	182	726	726	0.5	1/2	1/2	4/4	2	1	vi2		C	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
182	182	1453/2	1453/2	0.5	5/8	5/8	4/4	2	1	vi64		C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
182	182	727	727	0.5	3/4	3/4	4/4	2	1	IVM7		C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
182	182	1455/2	1455/2	0.5	7/8	7/8	4/4	2	1	vi2		C	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
183	183	728	728	1.0	0	0	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
183	183	729	729	0.5	1/4	1/4	4/4	2	1	V(6)/ii		C	I		V(6)/ii	V			6	ii			M	0	0	3, 7, -1		3	3
183	183	1459/2	1459/2	0.5	3/8	3/8	4/4	2	1	V/ii		C	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
183	183	730	730	1.0	1/2	1/2	4/4	2	1	ii(4)		C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
183	183	731	731	0.5	3/4	3/4	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
183	183	1463/2	1463/2	0.5	7/8	7/8	4/4	2	1	vii%2		C	I		vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
184	184	732	732	1.5	0	0	4/4	2	1	ii2		C	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
184	184	1467/2	1467/2	0.5	3/8	3/8	4/4	2	1	#viio6/vi		C	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
184	184	734	734	0.5	1/2	1/2	4/4	2	1	ii64		C	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
184	184	1469/2	1469/2	0.5	5/8	5/8	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
184	184	735	735	0.5	3/4	3/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
184	184	1471/2	1471/2	0.5	7/8	7/8	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
185	185	736	736	1.5	0	0	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
185	185	1475/2	1475/2	0.5	3/8	3/8	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
185	185	738	738	0.5	1/2	1/2	4/4	2	1	viio		C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
185	185	1477/2	1477/2	0.5	5/8	5/8	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
185	185	739	739	0.5	3/4	3/4	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
185	185	1479/2	1479/2	0.5	7/8	7/8	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
186	186	740	740	1.5	0	0	4/4	2	1	IVM2		C	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
186	186	1483/2	1483/2	0.5	3/8	3/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
186	186	742	742	0.5	1/2	1/2	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
186	186	1485/2	1485/2	0.5	5/8	5/8	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
186	186	743	743	0.5	3/4	3/4	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
186	186	1487/2	1487/2	0.5	7/8	7/8	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
187	187	744	744	0.5	0	0	4/4	2	1	ii65(#4)		C	I		ii65(#4)	ii		65	#4				mm7	0	0	-1, 8, 0, 2		2	-1
187	187	1489/2	1489/2	0.25	1/8	1/8	4/4	2	1	ii65		C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
187	187	2979/4	2979/4	0.75	3/16	3/16	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
187	187	1491/2	1491/2	0.5	3/8	3/8	4/4	2	1	vi64		C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
187	187	746	746	1.0	1/2	1/2	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
187	187	747	747	0.5	3/4	3/4	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
187	187	1495/2	1495/2	0.5	7/8	7/8	4/4	2	1	VM2		C	I		VM2	V	M	2					MM7	0	0	6, 1, 5, 2		1	6
188	188	748	748	1.0	0	0	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
188	188	749	749	0.5	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
188	188	1499/2	1499/2	0.5	3/8	3/8	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
188	188	750	750	0.5	1/2	1/2	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
188	188	1501/2	1501/2	0.5	5/8	5/8	4/4	2	1	IM2		C	I		IM2	I	M	2					MM7	0	0	5, 0, 4, 1		0	5
188	188	751	751	0.5	3/4	3/4	4/4	2	1	V(2)		C	I		V(2)	V			2				M	0	0	3, 5, 2		1	3
188	188	1503/2	1503/2	0.5	7/8	7/8	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
189	189	752	752	0.5	0	0	4/4	2	1	I(11)		C	I		I(11)	I			11				M	0	0	0, 4, 1	-1	0	0
189	189	1505/2	1505/2	0.5	1/8	1/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
189	189	753	753	0.5	1/4	1/4	4/4	2	1	vii%65		C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
189	189	1507/2	1507/2	0.5	3/8	3/8	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
189	189	754	754	0.5	1/2	1/2	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
189	189	1509/2	1509/2	0.5	5/8	5/8	4/4	2	1	iii2		C	I		iii2	iii		2					mm7	0	0	2, 4, 1, 5		4	2
189	189	755	755	0.5	3/4	3/4	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
189	189	1511/2	1511/2	0.5	7/8	7/8	4/4	2	1	iii64		C	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
190	190	756	756	0.5	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
190	190	1513/2	1513/2	0.5	1/8	1/8	4/4	2	1	iii	I64	C	I		iii	iii							m	0	0	4, 1, 5		4	4
190	190	757	757	0.5	1/4	1/4	4/4	2	1	I(11)		C	I		I(11)	I			11				M	0	0	0, 4, 1	-1	0	0
190	190	1515/2	1515/2	0.5	3/8	3/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
190	190	758	758	0.5	1/2	1/2	4/4	2	1	vi(11)		C	I		vi(11)	vi			11				m	0	0	3, 0, 4	2	3	3
190	190	1517/2	1517/2	0.5	5/8	5/8	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
190	190	759	759	0.5	3/4	3/4	4/4	2	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
190	190	1519/2	1519/2	0.5	7/8	7/8	4/4	2	1	V(9)		C	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
191	191	760	760	0.5	0	0	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
191	191	1521/2	1521/2	0.5	1/8	1/8	4/4	2	1	I(11)		C	I		I(11)	I			11				M	0	0	0, 4, 1	-1	0	0
191	191	761	761	0.5	1/4	1/4	4/4	2	1	IVM2		C	I		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
191	191	1523/2	1523/2	0.5	3/8	3/8	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
191	191	762	762	0.5	1/2	1/2	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
191	191	1525/2	1525/2	0.5	5/8	5/8	4/4	2	1	iii6	I64	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
191	191	763	763	0.5	3/4	3/4	4/4	2	1	vi7		C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
191	191	1527/2	1527/2	0.5	7/8	7/8	4/4	2	1	IM2		C	I		IM2	I	M	2					MM7	0	0	5, 0, 4, 1		0	5
192	192	764	764	1.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
192	192	765	765	1.0	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
192	192	766	766	1.0	1/2	1/2	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
192	192	767	767	0.5	3/4	3/4	4/4	2	1	V(9)		C	I		V(9)	V			9				M	0	0	1, 5, 2	3	1	1
192	192	1535/2	1535/2	0.5	7/8	7/8	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
193	193	768	768	1.0	0	0	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
193	193	769	769	0.5	1/4	1/4	4/4	2	1	V/vi		C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
193	193	1539/2	1539/2	0.5	3/8	3/8	4/4	2	1	#viio64/vi		C	I		#viio64/vi	#vii	o	64		vi			o	0	0	2, 8, 5		8	2
193	193	770	770	0.5	1/2	1/2	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
193	193	1541/2	1541/2	0.5	5/8	5/8	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
193	193	771	771	0.5	3/4	3/4	4/4	2	1	ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
193	193	1543/2	1543/2	0.5	7/8	7/8	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
194	194	772	772	1.0	0	0	4/4	2	1	V7(4)		C	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
194	194	773	773	0.5	1/4	1/4	4/4	2	1	viio64		C	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
194	194	1547/2	1547/2	0.5	3/8	3/8	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
194	194	774	774	0.5	1/2	1/2	4/4	2	1	V64/V		C	I		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
194	194	1549/2	1549/2	0.5	5/8	5/8	4/4	2	1	viio6/V		C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
194	194	775	775	0.5	3/4	3/4	4/4	2	1	V(6)/V		C	I		V(6)/V	V			6	V			M	0	0	2, 6, 5		2	2
194	194	1551/2	1551/2	0.5	7/8	7/8	4/4	2	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
195	195	776	776	0.5	0	0	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
195	195	1553/2	1553/2	0.5	1/8	1/8	4/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
195	195	777	777	0.5	1/4	1/4	4/4	2	1	iii6	I64	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
195	195	1555/2	1555/2	0.5	3/8	3/8	4/4	2	1	ii6	viio64	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
195	195	778	778	0.5	1/2	1/2	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
195	195	1557/2	1557/2	0.5	5/8	5/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
195	195	779	779	0.5	3/4	3/4	4/4	2	1	vii%7		C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
195	195	1559/2	1559/2	0.5	7/8	7/8	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
196	196	780	780	1.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
196	196	781	781	1.0	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
196	196	782	782	1.0	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
196	196	783	783	1.0	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
197	197	784	784	1.0	0	0	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
197	197	785	785	1.0	1/4	1/4	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
197	197	786	786	1.0	1/2	1/2	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
197	197	787	787	0.5	3/4	3/4	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
197	197	1575/2	1575/2	0.5	7/8	7/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
198	198	788	788	1.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
198	198	789	789	1.0	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
198	198	790	790	1.0	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
198	198	791	791	1.0	3/4	3/4	4/4	2	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
199	199	792	792	1.0	0	0	4/4	2	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
199	199	793	793	1.0	1/4	1/4	4/4	2	1	V7/III		C	I		V7/III	V		7		III			Mm7	0	0	5, 9, 6, 3		5	5
199	199	794	794	1.0	1/2	1/2	4/4	2	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
199	199	795	795	0.5	3/4	3/4	4/4	2	1	I64		C	I		I64	I		64					M	0	0	1, 0, 4		0	1
199	199	1591/2	1591/2	0.5	7/8	7/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
200	200	796	796	1.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
200	200	797	797	1.0	1/4	1/4	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
200	200	798	798	1.0	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
200	200	799	799	1.0	3/4	3/4	4/4	2	1	iii6		C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
201	201	800	800	1.0	0	0	4/4	2	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
201	201	801	801	1.0	1/4	1/4	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
201	201	802	802	1.0	1/2	1/2	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
201	201	803	803	1.0	3/4	3/4	4/4	2	1	vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
202	202	804	804	1.0	0	0	4/4	2	1	V/vi		C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
202	202	805	805	1.0	1/4	1/4	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
202	202	806	806	1.0	1/2	1/2	4/4	2	1	V7/IV		C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
202	202	807	807	1.0	3/4	3/4	4/4	2	1	v65		C	I		v65	v		65					mm7	0	0	-2, 2, -1, 1		1	-2
203	203	808	808	1.0	0	0	4/4	2	1	V(6)/ii		C	I		V(6)/ii	V			6	ii			M	0	0	3, 7, -1		3	3
203	203	809	809	0.5	1/4	1/4	4/4	2	1	V2(6)/ii		C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1
203	203	1619/2	1619/2	0.5	3/8	3/8	4/4	2	1	V2/ii		C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
203	203	810	810	0.5	1/2	1/2	4/4	2	1	ii6(9)		C	I		ii6(9)	ii		6	9				m	0	0	-1, 3, 2	4	2	-1
203	203	1621/2	1621/2	0.5	5/8	5/8	4/4	2	1	ii6(#7)		C	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
203	203	811	811	0.5	3/4	3/4	4/4	2	1	vi64(119)		C	I		vi64(119)	vi		64	119				m	0	0	4, 3, 0	2, 5	3	4
203	203	1623/2	1623/2	0.5	7/8	7/8	4/4	2	1	vi64		C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
204	204	812	812	1.0	0	0	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
204	204	813	813	0.5	1/4	1/4	4/4	2	1	V7(6)/vi		C	I		V7(6)/vi	V		7	6	vi			Mm7	0	0	4, 8, 0, 2		4	4
204	204	1627/2	1627/2	0.5	3/8	3/8	4/4	2	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
